,ID,State,Subscription_End_Date,Expiring_Dollars,Expiring_Students,Renewal_Date,Metro_Code,Apple_Mac_Code,PC_Code,Poverty_Level_Code,Avg_Household_Income,Title_1_Code,Software_budget_per_head,Training_Budget_Per_head,Lunch_Program_Eligible_Students,Affluence_Indicator,Avg_Sell_price,Renew_delay,Days_group,Subscription_Status
14299,7305282,New Mexico,2017-08-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14300,7443168,North Carolina,2017-08-31,6640,830,ZZ,R,G,H,C,J,C,G,D,579.0,2.0,8.0,999,11.0,Renewed
14301,7512105,Tennessee,2017-08-31,6400,800,ZZ,T,G,G,C,P,B,G,E,323.0,4.0,8.0,999,11.0,Renewed
14302,7852884,Virginia,2017-08-31,2288,286,ZZ,ZZ,H,E,B,J,A,G,D,169.0,2.0,8.0,999,11.0,Renewed
14304,7931052,Texas,2017-08-31,4352,544,ZZ,S,B,H,C,N,B,G,E,568.0,5.0,8.0,999,11.0,Renewed
14305,7939404,Oregon,2017-08-31,2400,300,ZZ,ZZ,H,G,B,Z,B,D,A,106.0,1.0,8.0,999,11.0,Renewed
14306,7975788,Georgia,2017-08-31,6000,750,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14307,7948530,Washington,2017-08-31,6800,850,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14308,7952886,Texas,2017-08-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14309,7953546,California,2017-08-31,3840,480,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14310,7712778,California,2017-08-31,1920,240,ZZ,U,ZZ,ZZ,ZZ,P,ZZ,ZZ,ZZ,0.0,4.0,8.0,999,11.0,Renewed
14311,7796082,Texas,2017-08-31,3400,425,ZZ,R,B,F,B,O,A,G,D,97.0,5.0,8.0,999,11.0,Renewed
14312,7668024,Minnesota,2017-08-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14313,7776336,Louisiana,2017-08-31,2480,310,ZZ,S,ZZ,ZZ,ZZ,K,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
14314,7780542,Utah,2017-08-31,6000,750,ZZ,S,H,J,C,N,B,D,A,260.0,3.0,8.0,999,11.0,Renewed
14316,7524387,Virginia,2017-08-31,1920,240,ZZ,T,ZZ,ZZ,ZZ,C,ZZ,ZZ,ZZ,0.0,1.0,8.0,999,11.0,Renewed
14317,7527840,Texas,2017-08-31,4800,600,ZZ,ZZ,H,J,C,M,B,G,E,526.0,4.0,8.0,999,11.0,Renewed
14320,5736168,Pennsylvania,2017-08-31,2480,310,ZZ,S,ZZ,ZZ,ZZ,P,ZZ,ZZ,ZZ,0.0,4.0,8.0,999,11.0,Renewed
14321,5834973,Texas,2017-08-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14323,6008799,California,2017-08-31,5856,732,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14324,5982552,California,2017-08-31,2800,350,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14325,5955858,Florida,2017-08-31,6120,765,ZZ,U,H,J,C,L,C,G,E,116.0,2.0,8.0,999,11.0,Renewed
14326,6108780,Texas,2017-08-31,5200,650,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14327,6055083,Florida,2017-08-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14328,6062034,California,2017-08-31,5600,700,ZZ,S,H,H,C,O,C,D,A,577.0,5.0,8.0,999,11.0,Renewed
14329,6471336,Tennessee,2017-08-31,4000,500,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14330,6207120,California,2017-08-31,6400,800,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14331,6124557,California,2017-08-31,3600,450,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14332,6156318,California,2017-08-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14333,6581664,Texas,2017-08-31,6400,800,ZZ,U,H,J,C,M,B,G,E,491.0,5.0,8.0,999,11.0,Renewed
14334,6557706,California,2017-08-31,7200,900,ZZ,S,F,H,C,L,B,D,A,438.0,3.0,8.0,999,11.0,Renewed
14335,6529920,Mississippi,2017-08-31,5144,643,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14336,6592569,Idaho,2017-08-31,3408,426,ZZ,S,D,H,B,K,A,E,D,85.0,1.0,8.0,999,11.0,Renewed
14337,6605448,Texas,2017-08-31,6400,800,ZZ,ZZ,H,J,C,M,B,G,E,602.0,4.0,8.0,999,11.0,Renewed
14338,6645246,Florida,2017-08-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14339,6625185,California,2017-08-31,2200,275,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14340,6799266,Texas,2017-08-31,4344,543,ZZ,U,H,J,D,B,D,G,E,717.0,2.0,8.0,999,11.0,Renewed
14341,6814839,Ohio,2017-08-31,4120,515,ZZ,U,G,D,B,H,A,H,C,0.0,1.0,8.0,999,11.0,Renewed
14342,6908364,Texas,2017-08-31,4000,500,ZZ,S,A,H,B,P,A,G,E,175.0,5.0,8.0,999,11.0,Renewed
14343,6921405,Pennsylvania,2017-08-31,4400,550,ZZ,S,D,F,B,M,A,C,A,172.0,3.0,8.0,999,11.0,Renewed
14344,6652104,Texas,2017-08-31,3904,488,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14347,7032258,Iowa,2017-08-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14348,4006011,Arkansas,2017-08-31,5752,719,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14349,4043793,California,2017-08-31,2400,300,ZZ,U,ZZ,ZZ,ZZ,P,ZZ,ZZ,ZZ,0.0,5.0,8.0,999,11.0,Renewed
14350,4071240,Nevada,2017-08-31,6840,855,ZZ,U,J,J,C,O,B,D,A,170.0,5.0,8.0,999,11.0,Renewed
14351,4087218,Florida,2017-08-31,6600,825,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14352,4094508,Texas,2017-08-31,3200,400,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14353,4097565,Florida,2017-08-31,6488,811,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14356,4118085,Georgia,2017-08-31,5512,689,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14357,4113831,Kentucky,2017-08-31,4800,600,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14358,4129797,Texas,2017-08-31,4640,580,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14359,4190901,California,2017-08-31,6200,775,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14361,4223454,Michigan,2017-08-31,3592,449,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14362,4350594,California,2017-08-31,2400,300,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14363,4508331,Texas,2017-08-31,2400,300,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14364,4484043,California,2017-08-31,5096,637,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14366,3749136,Massachusetts,2017-08-31,4800,600,ZZ,S,C,G,A,Q,A,C,A,38.0,4.0,8.0,999,11.0,Renewed
14368,3833148,Florida,2017-08-31,2800,350,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14369,3845742,Wisconsin,2017-08-31,3680,460,ZZ,ZZ,D,F,C,H,C,E,B,223.0,4.0,8.0,999,11.0,Renewed
14370,3938289,California,2017-08-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14371,3462573,Michigan,2017-08-31,2720,340,ZZ,S,H,H,B,P,A,H,C,94.0,3.0,8.0,999,11.0,Renewed
14372,3541137,Kentucky,2017-08-31,5440,680,ZZ,R,E,F,B,O,A,B,A,273.0,3.0,8.0,999,11.0,Renewed
14373,3529575,Kentucky,2017-08-31,2000,250,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14374,3576603,Kansas,2017-08-31,1920,240,ZZ,U,ZZ,ZZ,ZZ,P,ZZ,ZZ,ZZ,0.0,4.0,8.0,999,11.0,Renewed
14375,3613653,South Carolina,2017-08-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14377,4950552,Minnesota,2017-08-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14378,4790499,Michigan,2017-08-31,2600,325,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14379,4801146,California,2017-08-31,1920,240,ZZ,S,ZZ,ZZ,ZZ,Q,ZZ,ZZ,ZZ,0.0,5.0,8.0,999,11.0,Renewed
14380,4905519,Pennsylvania,2017-08-31,3600,450,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14381,4715799,Mississippi,2017-08-31,3584,448,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14382,4689726,Texas,2017-08-31,5040,630,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14383,5457249,Michigan,2017-08-31,3120,390,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14384,5560548,Florida,2017-08-31,5000,625,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14385,5565213,Nevada,2017-08-31,4848,606,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14386,5404644,Indiana,2017-08-31,3600,450,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14387,5585520,Kentucky,2017-08-31,2712,339,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14388,5547696,California,2017-08-31,4400,550,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14389,5092620,Texas,2017-08-31,1920,240,ZZ,S,ZZ,ZZ,ZZ,Q,ZZ,ZZ,ZZ,0.0,5.0,8.0,999,11.0,Renewed
14390,5101641,Texas,2017-08-31,4800,600,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Renewed
14391,5104683,Nevada,2017-08-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14394,5185455,Texas,2017-08-31,3600,450,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14396,5360967,Texas,2017-08-31,3960,495,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14398,5142999,Illinois,2017-08-31,4176,522,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14399,2227674,Texas,2017-08-31,5480,685,ZZ,T,C,F,C,N,B,H,E,404.0,5.0,8.0,999,11.0,Renewed
14400,2226921,Tennessee,2017-08-31,3800,475,ZZ,R,A,H,C,B,B,Z,Z,409.0,1.0,8.0,999,11.0,Renewed
14401,2598387,Texas,2017-08-31,3720,465,ZZ,R,E,G,B,M,A,G,D,334.0,4.0,8.0,999,11.0,Renewed
14402,2734293,Alabama,2017-08-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14403,2738901,California,2017-08-31,5008,626,ZZ,S,H,H,C,J,C,D,A,965.0,4.0,8.0,999,11.0,Renewed
14404,2274975,Florida,2017-08-31,4600,575,ZZ,S,J,J,C,H,C,G,E,556.0,2.0,8.0,999,11.0,Renewed
14405,2455785,West Virginia,2017-08-31,4056,507,ZZ,R,B,F,C,F,B,G,D,0.0,2.0,8.0,999,11.0,Renewed
14406,2487201,Colorado,2017-08-31,2920,365,ZZ,S,E,G,B,N,A,F,D,85.0,3.0,8.0,999,11.0,Renewed
14407,2490771,New Jersey,2017-08-31,2448,306,ZZ,U,G,G,D,A,D,B,A,550.0,3.0,8.0,999,11.0,Renewed
14408,2409162,Texas,2017-08-31,2200,275,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14409,3054204,Oklahoma,2017-08-31,4000,500,ZZ,R,K,E,C,D,C,D,B,432.0,2.0,8.0,999,11.0,Renewed
14410,2960589,California,2017-08-31,2880,360,ZZ,U,J,J,D,Q,D,D,A,21.0,5.0,8.0,999,11.0,Renewed
14412,2969271,Georgia,2017-08-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,K,ZZ,ZZ,ZZ,0.0,3.0,8.0,999,11.0,Renewed
14413,2785632,Colorado,2017-08-31,4080,510,ZZ,S,H,H,B,L,A,D,A,131.0,2.0,8.0,999,11.0,Renewed
14415,3344280,California,2017-08-31,2800,350,ZZ,S,E,C,C,O,C,E,D,439.0,5.0,8.0,999,11.0,Renewed
14416,3347184,Ohio,2017-08-31,3440,430,ZZ,S,H,E,B,P,A,E,A,123.0,3.0,8.0,999,11.0,Renewed
14417,3091737,Indiana,2017-08-31,5480,685,ZZ,T,E,D,B,K,B,G,C,344.0,2.0,8.0,999,11.0,Renewed
14418,3152619,California,2017-08-31,3016,377,ZZ,U,G,H,D,E,D,D,A,9.0,4.0,8.0,999,11.0,Renewed
14419,3228183,California,2017-08-31,3400,425,ZZ,R,A,E,C,P,B,E,C,123.0,4.0,8.0,999,11.0,Renewed
14420,3131274,Georgia,2017-08-31,3240,405,ZZ,U,E,H,D,A,D,G,E,541.0,1.0,8.0,999,11.0,Renewed
14421,2142138,Arkansas,2017-08-31,1920,240,ZZ,R,A,C,D,C,C,G,A,230.0,4.0,8.0,999,11.0,Renewed
14423,2140131,South Dakota,2017-08-31,1920,240,ZZ,R,B,E,B,L,C,E,B,27.0,5.0,8.0,999,11.0,Renewed
14424,2140164,South Dakota,2017-08-31,1920,240,ZZ,R,B,D,C,K,B,E,B,84.0,4.0,8.0,999,11.0,Renewed
14425,2140209,South Dakota,2017-08-31,1920,240,ZZ,R,E,F,B,N,A,E,B,25.0,3.0,8.0,999,11.0,Renewed
14428,2134521,Colorado,2017-08-31,1920,240,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14429,2135682,California,2017-08-31,1920,240,ZZ,R,K,B,C,F,C,E,C,31.0,5.0,8.0,999,11.0,Renewed
14431,2138937,Michigan,2017-08-31,1920,240,ZZ,R,K,C,C,J,B,E,B,77.0,2.0,8.0,999,11.0,Renewed
14432,2137452,Pennsylvania,2017-08-31,3200,400,ZZ,R,B,D,C,I,B,H,G,129.0,4.0,8.0,999,11.0,Renewed
14433,2215284,Louisiana,2017-08-31,3440,430,ZZ,R,D,H,C,J,C,H,E,208.0,5.0,8.0,999,11.0,Renewed
14434,2216892,Michigan,2017-08-31,2240,280,ZZ,R,E,C,B,I,A,Z,Z,110.0,1.0,8.0,999,11.0,Renewed
14435,2224377,Oklahoma,2017-08-31,1920,240,ZZ,R,K,E,B,I,A,E,C,90.0,1.0,8.0,999,11.0,Renewed
14436,2224644,Oklahoma,2017-08-31,1920,240,ZZ,R,K,E,C,G,C,E,C,184.0,3.0,8.0,999,11.0,Renewed
14437,2225118,California,2017-08-31,2000,250,ZZ,T,E,D,B,Q,B,F,D,71.0,5.0,8.0,999,11.0,Renewed
14438,2219253,Nebraska,2017-08-31,1920,240,ZZ,R,B,C,C,J,C,E,B,44.0,5.0,8.0,999,11.0,Renewed
14440,2220969,New Mexico,2017-08-31,3840,480,ZZ,T,F,E,C,H,B,E,D,387.0,1.0,8.0,999,11.0,Renewed
14441,2223774,Ohio,2017-08-31,5080,635,ZZ,R,A,F,B,O,A,E,B,119.0,3.0,8.0,999,11.0,Renewed
14442,2143839,Illinois,2017-08-31,2800,350,ZZ,T,F,D,C,H,B,F,C,309.0,2.0,8.0,999,11.0,Renewed
14443,2143896,Illinois,2017-08-31,1920,240,ZZ,R,K,E,C,G,C,Z,Z,80.0,4.0,8.0,999,11.0,Renewed
14444,2143266,Michigan,2017-08-31,2920,365,ZZ,R,K,F,C,G,C,E,B,197.0,1.0,8.0,999,11.0,Renewed
14445,2142576,Colorado,2017-08-31,1920,240,ZZ,R,A,F,C,L,B,E,C,47.0,2.0,8.0,999,11.0,Renewed
14446,2197413,Tennessee,2017-08-31,1920,240,ZZ,U,ZZ,ZZ,ZZ,O,ZZ,ZZ,ZZ,0.0,4.0,8.0,999,11.0,Renewed
14447,2197755,Florida,2017-08-31,2800,350,ZZ,S,J,J,C,G,C,G,E,785.0,1.0,8.0,999,11.0,Not Renewed
14448,2197920,Texas,2017-08-31,4320,540,ZZ,U,H,J,C,M,B,G,E,211.0,4.0,8.0,999,11.0,Renewed
14449,2144094,Washington,2017-08-31,8016,1002,ZZ,T,D,F,C,M,B,H,F,238.0,5.0,8.0,999,11.0,Renewed
14450,2144253,South Dakota,2017-08-31,2480,310,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14451,2212392,Idaho,2017-08-31,2000,250,ZZ,R,D,D,C,E,B,E,C,113.0,1.0,8.0,999,11.0,Renewed
14452,2198706,North Carolina,2017-08-31,8000,1000,ZZ,S,H,H,B,P,A,G,D,119.0,4.0,8.0,999,11.0,Renewed
14454,2123616,Kentucky,2017-08-31,2800,350,ZZ,T,K,F,C,I,B,E,C,226.0,3.0,8.0,999,11.0,Renewed
14456,2124207,Ohio,2017-08-31,3696,462,ZZ,T,A,F,B,Z,B,E,B,201.0,2.0,8.0,999,11.0,Renewed
14457,2124366,Ohio,2017-08-31,2800,350,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14458,2124987,Michigan,2017-08-31,1920,240,ZZ,S,ZZ,ZZ,ZZ,P,ZZ,ZZ,ZZ,0.0,5.0,8.0,999,11.0,Renewed
14461,2129577,Illinois,2017-08-31,1920,240,ZZ,U,D,A,D,A,D,Z,Z,183.0,1.0,8.0,999,11.0,Renewed
14462,2128497,Montana,2017-08-31,1920,240,ZZ,R,A,F,D,G,D,C,B,84.0,5.0,8.0,999,11.0,Renewed
14464,2119938,Pennsylvania,2017-08-31,4400,550,ZZ,T,G,F,B,I,B,F,C,213.0,2.0,8.0,999,11.0,Renewed
14465,2117130,Washington,2017-08-31,1920,240,ZZ,R,K,C,C,I,C,E,C,0.0,4.0,8.0,999,11.0,Renewed
14466,2117283,Washington,2017-08-31,1920,240,ZZ,R,K,E,C,K,B,E,C,85.0,3.0,8.0,999,11.0,Renewed
14467,2117304,Alaska,2017-08-31,2800,350,ZZ,U,I,H,B,Q,B,D,A,213.0,4.0,8.0,999,11.0,Renewed
14469,2118591,New York,2017-08-31,4800,600,ZZ,S,F,A,B,Q,A,F,C,95.0,5.0,8.0,999,11.0,Renewed
14470,2115819,California,2017-08-31,1920,240,ZZ,S,C,K,B,O,A,H,F,35.0,2.0,8.0,999,11.0,Renewed
14471,2116959,Washington,2017-08-31,3600,450,ZZ,U,ZZ,ZZ,ZZ,L,ZZ,ZZ,ZZ,0.0,3.0,8.0,999,11.0,Renewed
14472,2116257,California,2017-08-31,2720,340,ZZ,R,D,K,B,M,B,F,D,180.0,4.0,8.0,999,11.0,Renewed
14473,2114775,Nevada,2017-08-31,2160,270,ZZ,U,ZZ,ZZ,ZZ,F,ZZ,ZZ,ZZ,0.0,2.0,8.0,999,11.0,Renewed
14474,2113875,Colorado,2017-08-31,1920,240,ZZ,S,H,H,B,L,A,B,A,124.0,4.0,8.0,999,11.0,Renewed
14475,2113401,Texas,2017-08-31,4344,543,ZZ,U,H,J,D,B,D,G,E,1042.0,2.0,8.0,999,11.0,Renewed
14476,2113161,Texas,2017-08-31,1920,240,ZZ,R,D,F,D,I,C,E,C,257.0,4.0,8.0,999,11.0,Renewed
14477,2112762,Texas,2017-08-31,2120,265,ZZ,R,A,E,C,H,B,E,C,133.0,5.0,8.0,999,11.0,Renewed
14478,2112354,Texas,2017-08-31,4320,540,ZZ,T,B,F,C,G,B,E,C,414.0,3.0,8.0,999,11.0,Renewed
14479,2110368,Kansas,2017-08-31,2480,310,ZZ,R,E,B,C,L,B,E,B,187.0,5.0,8.0,999,11.0,Renewed
14480,2109018,Washington,2017-08-31,1920,240,ZZ,R,B,B,D,F,D,H,G,26.0,5.0,8.0,999,11.0,Renewed
14482,2112141,Oklahoma,2017-08-31,1920,240,ZZ,R,K,D,C,D,C,A,A,111.0,3.0,8.0,999,11.0,Renewed
14483,2112189,Oklahoma,2017-08-31,1920,240,ZZ,R,K,F,D,F,C,E,C,87.0,3.0,8.0,999,11.0,Renewed
14484,2107620,Oklahoma,2017-08-31,3680,460,ZZ,U,B,D,C,I,B,Z,Z,328.0,3.0,8.0,999,11.0,Renewed
14485,2107815,Oklahoma,2017-08-31,3600,450,ZZ,R,E,B,D,C,A,E,C,555.0,1.0,8.0,999,11.0,Renewed
14487,2107887,Texas,2017-08-31,3480,435,ZZ,R,A,E,B,O,A,E,C,80.0,5.0,8.0,999,11.0,Renewed
14488,2107719,Oklahoma,2017-08-31,3200,400,ZZ,ZZ,E,K,C,D,B,E,C,419.0,1.0,8.0,999,11.0,Renewed
14489,2107215,Missouri,2017-08-31,1920,240,ZZ,R,A,D,C,H,C,Z,Z,160.0,4.0,8.0,999,11.0,Renewed
14491,1164201,Georgia,2017-08-31,2040,255,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,8.0,999,11.0,Not Renewed
14494,1188891,Virginia,2017-08-31,1920,240,ZZ,S,ZZ,ZZ,ZZ,N,ZZ,ZZ,ZZ,0.0,4.0,8.0,999,11.0,Renewed
14496,2106261,North Dakota,2017-08-31,1920,240,ZZ,T,B,E,B,H,C,Z,Z,62.0,4.0,8.0,999,11.0,Renewed
14497,2106522,Montana,2017-08-31,1920,240,ZZ,R,C,E,B,K,B,D,C,19.0,5.0,8.0,999,11.0,Renewed
14500,2105064,West Virginia,2017-08-31,3200,400,ZZ,U,G,I,C,H,C,G,E,0.0,5.0,8.0,999,11.0,Renewed
14501,1511085,Illinois,2017-08-31,2656,332,ZZ,T,A,D,D,F,C,E,B,244.0,2.0,8.0,999,11.0,Renewed
14502,1620696,Missouri,2017-08-31,1920,240,ZZ,S,K,F,B,N,B,G,C,115.0,4.0,8.0,999,11.0,Renewed
14503,1197981,Texas,2017-08-31,2440,305,ZZ,R,D,E,C,B,B,G,E,338.0,1.0,8.0,999,11.0,Renewed
14504,1192461,Minnesota,2017-08-31,2800,350,ZZ,ZZ,D,F,C,G,C,E,B,198.0,2.0,8.0,999,11.0,Renewed
14505,916593,Texas,2017-08-31,2800,350,ZZ,T,D,F,C,E,B,E,C,226.0,3.0,8.0,999,11.0,Renewed
14506,914142,Texas,2017-08-31,2800,350,ZZ,S,E,H,B,O,A,H,E,269.0,4.0,8.0,999,11.0,Renewed
14509,903468,Alaska,2017-08-31,2240,280,ZZ,T,H,E,B,P,A,E,D,166.0,5.0,8.0,999,11.0,Renewed
14510,903981,Alaska,2017-08-31,1920,240,ZZ,R,E,C,C,I,C,E,C,80.0,4.0,8.0,999,11.0,Renewed
14512,909549,Oklahoma,2017-08-31,2800,350,ZZ,R,A,F,B,J,A,D,B,184.0,1.0,8.0,999,11.0,Renewed
14513,939522,Michigan,2017-08-31,2120,265,ZZ,T,K,G,C,J,B,F,B,220.0,2.0,8.0,999,11.0,Renewed
14514,944850,South Dakota,2017-08-31,1920,240,ZZ,R,D,A,C,M,A,E,B,51.0,4.0,8.0,999,11.0,Renewed
14515,952485,Nebraska,2017-08-31,1920,240,ZZ,R,C,D,C,K,B,E,B,52.0,5.0,8.0,999,11.0,Renewed
